epoch,train,valid
1,3.915637332201004,3.88064923286438
2,3.852294333775838,3.8242059707641602
3,3.7856512665748596,3.7720855712890624
4,3.72115828593572,3.602311706542969
5,3.6664194921652475,3.664350414276123
6,3.6213611006736754,3.5984003067016603
7,3.580816694100698,3.5799582958221436
8,3.5353323419888816,3.5452699184417726
9,3.476033882300059,3.5693514823913572
10,3.4292343338330586,3.5021223545074465
11,3.3844092071056364,3.4450979232788086
12,3.3427562773227693,3.443758964538574
13,3.308969169855118,3.49570255279541
14,3.2902699669202167,3.4277649402618406
15,3.265562226374944,3.4304591178894044
16,3.2483764747778574,3.3679253101348876
17,3.2251961529254913,3.364091682434082
18,3.210322854916255,3.323970651626587
19,3.1988682111104327,3.327312469482422
20,3.1937820812066398,3.4073600292205812
21,3.187116301059723,3.3242858409881593
22,3.17963831226031,3.3617760181427
23,3.1649110158284506,3.327893781661987
24,3.155883473157883,3.381449556350708
25,3.1521979331970216,3.3087231159210204
26,3.1433385014533997,3.276833486557007
27,3.1372399389743806,3.3054219245910645
28,3.13125425974528,3.2751351833343505
29,3.1259076058864594,3.301493787765503
30,3.1193363865216575,3.300539493560791
31,3.1161243895689648,3.3595512390136717
32,3.1106581588586173,3.3383384704589845
33,3.1097872932751973,3.292692470550537
34,3.108035506804784,3.287081813812256
35,3.1055237849553428,3.2914879322052
36,3.10191770195961,3.2283620834350586
37,3.0996761937936146,3.2553781509399413
38,3.0992867052555084,3.2989901065826417
39,3.0974547902743024,3.279950571060181
40,3.0985423425833383,3.2758053302764893
41,3.096152534087499,3.2698875427246095
42,3.095514448483785,3.2771892070770265
43,3.0937552491823834,3.253157901763916
44,3.0902386724948885,3.2853517055511476
45,3.090974932909012,3.252494192123413
46,3.0884644349416095,3.29236216545105
47,3.0871894359588623,3.263855504989624
48,3.085909990469615,3.2874209880828857
49,3.085444297393163,3.290720081329346
50,3.0837466518084207,3.3240267753601076
51,3.084709038337072,3.2781040191650392
52,3.0831012229124704,3.3304886341094972
53,3.081104564666748,3.2684062480926515
54,3.0782855272293093,3.2847233772277833
55,3.0748088280359904,3.2840057849884032
56,3.0752876420815785,3.2346429347991945
57,3.072852301597595,3.2933376312255858
58,3.072487843036652,3.2682782649993896
59,3.0733576277891794,3.303223705291748
60,3.0707308014233905,3.3032241821289063
61,3.0728833734989167,3.2921534061431883
62,3.0696851154168447,3.335576057434082
63,3.0684685468673707,3.258862781524658
64,3.0672007262706757,3.281298875808716
65,3.0665854732195537,3.3426998138427733
66,3.0643143514792124,3.2928997039794923
67,3.0637813607851663,3.2669020175933836
68,3.063552995522817,3.304267978668213
69,3.0628189106782275,3.274902105331421
70,3.0633359889189404,3.281923294067383
71,3.0644435346126557,3.350254535675049
72,3.0636829336484275,3.317916202545166
73,3.062897864977519,3.3846829414367674
74,3.0624196509520214,3.292724609375
75,3.0627479354540506,3.35631422996521
76,3.064689928293228,3.2928115844726564
77,3.0611709535121916,3.2988664150238036
78,3.060131100813548,3.2579854488372804
79,3.0602146248022715,3.2891441345214845
80,3.0577634354432424,3.282446098327637
81,3.0562204897403715,3.280254936218262
82,3.055664575099945,3.262826919555664
83,3.0562617739041644,3.268241262435913
84,3.0567802290121713,3.268650674819946
85,3.0559685945510866,3.2585644721984863
86,3.0547616998354594,3.3078203201293945
87,3.0546682556470235,3.2857277393341064
88,3.054215435187022,3.260690212249756
89,3.052969817320506,3.262074327468872
90,3.0535935799280804,3.267079544067383
91,3.0568542579809823,3.295986366271973
92,3.0562214314937592,3.32763991355896
93,3.0530148069063823,3.2955623626708985
94,3.0522479097048443,3.2994993209838865
95,3.052673747142156,3.3055583953857424
96,3.0513454218705496,3.3054685592651367
97,3.050618463754654,3.2894407749176025
98,3.0501472552617392,3.322460985183716
99,3.050191958745321,3.2783265590667723
100,3.049603819847107,3.3307619094848633
