epoch,train,valid
1,0.14647434651851654,0.2037735879421234
2,0.22780439257621765,0.26037734746932983
3,0.2725324332714081,0.28679245710372925
4,0.3066583275794983,0.3207547068595886
5,0.33544832468032837,0.32830190658569336
6,0.3601525127887726,0.3698113262653351
7,0.3845837116241455,0.37735849618911743
8,0.4022521376609802,0.3698113262653351
9,0.4171283543109894,0.37735849618911743
10,0.4297288656234741,0.4075471758842468
11,0.44629883766174316,0.4150943458080292
12,0.47018763422966003,0.4264150857925415
13,0.48857659101486206,0.4415094256401062
14,0.5232936143875122,0.4867924451828003
15,0.5592219233512878,0.5396226644515991
16,0.5908634662628174,0.5622641444206238
17,0.630652666091919,0.5773584842681885
18,0.6565067768096924,0.6301887035369873
19,0.6953227519989014,0.6339622735977173
20,0.7249815464019775,0.6301887035369873
21,0.7480498552322388,0.6641509532928467
22,0.7826526761054993,0.6792452931404114
23,0.805548369884491,0.7056604027748108
24,0.83579421043396,0.7320754528045654
25,0.853751003742218,0.7358490228652954
26,0.8803613185882568,0.7773585319519043
27,0.905896782875061,0.796226441860199
28,0.9180924892425537,0.7509434223175049
29,0.925065279006958,0.8037736415863037
30,0.9318303465843201,0.8264150619506836
31,0.9421797394752502,0.8377358317375183
32,0.9522906541824341,0.7886792421340942
33,0.9565395712852478,0.800000011920929
34,0.9620290398597717,0.8150943517684937
35,0.9659585952758789,0.8226415514945984
36,0.9692826271057129,0.8377358317375183
37,0.9723129868507385,0.8528302311897278
38,0.973274827003479,0.8377358913421631
39,0.9757885932922363,0.8377358913421631
40,0.9762353897094727,0.8339623212814331
41,0.978644847869873,0.8716981410980225
42,0.9810517430305481,0.8415094614028931
43,0.9819532036781311,0.849056601524353
44,0.9821107387542725,0.856603741645813
45,0.9818713068962097,0.8641509413719177
46,0.9828357696533203,0.8679245710372925
47,0.9843041896820068,0.8641509413719177
48,0.9859857559204102,0.8037735819816589
49,0.9856194853782654,0.8905660510063171
50,0.9857582449913025,0.8641509413719177
51,0.985443115234375,0.8830188512802124
52,0.9864731431007385,0.8603773713111877
53,0.9853489398956299,0.8641509413719177
54,0.9862375855445862,0.8641510009765625
55,0.986556887626648,0.8830188512802124
56,0.9889940619468689,0.8867924213409424
57,0.9892317652702332,0.9018868207931519
58,0.9895846843719482,0.8981132507324219
59,0.9900935292243958,0.8603773713111877
60,0.9899029731750488,0.8716981410980225
61,0.989815354347229,0.9056603908538818
62,0.9905736446380615,0.9056603908538818
63,0.9915953278541565,0.9056603908538818
64,0.9913543462753296,0.8905659914016724
65,0.9919577836990356,0.9056603908538818
66,0.9923840761184692,0.8792452812194824
67,0.9921088218688965,0.9018868207931519
68,0.9923386573791504,0.8905660510063171
69,0.9928866624832153,0.9132075309753418
70,0.9936011433601379,0.9018868207931519
71,0.9937788844108582,0.9018867611885071
72,0.9941266775131226,0.8981132507324219
73,0.994146466255188,0.9018868207931519
74,0.9944121837615967,0.9018868207931519
75,0.994681179523468,0.8754717111587524
76,0.9936103820800781,0.9056603908538818
77,0.9941329956054688,0.9207547307014465
78,0.9942408800125122,0.9094339609146118
79,0.9948383569717407,0.9283019304275513
80,0.9952161312103271,0.8867924809455872
81,0.9947919845581055,0.9207546710968018
82,0.9951648116111755,0.9169811606407166
83,0.9954982995986938,0.9245283007621765
84,0.9952152967453003,0.8981132507324219
85,0.9944686889648438,0.8679245710372925
86,0.9947018623352051,0.9169811606407166
87,0.9942511320114136,0.9207547307014465
88,0.9954403638839722,0.9207547307014465
89,0.995471715927124,0.9132075905799866
90,0.9947832822799683,0.8754717111587524
91,0.9957303404808044,0.9358490705490112
92,0.9952000379562378,0.9018867611885071
93,0.9954399466514587,0.8981132507324219
94,0.9957635998725891,0.9283019304275513
95,0.9959456920623779,0.9433962106704712
96,0.9957680702209473,0.9094340205192566
97,0.995905876159668,0.9245283603668213
98,0.9959053993225098,0.947169840335846
99,0.9963196516036987,0.9396226406097412
100,0.9963418245315552,0.9245283603668213
101,0.9964402318000793,0.9132075309753418
102,0.996322512626648,0.9358490705490112
103,0.9966096878051758,0.9169811606407166
104,0.9959489107131958,0.9358490705490112
105,0.9966974258422852,0.9207547307014465
106,0.9967427253723145,0.9358490705490112
107,0.9970316886901855,0.9396226406097412
108,0.9966316223144531,0.943396270275116
109,0.9958083629608154,0.9283019304275513
110,0.9965007901191711,0.9283019304275513
111,0.9970174431800842,0.939622700214386
112,0.9971051216125488,0.9320755004882812
113,0.99687260389328,0.9320755004882812
114,0.9971487522125244,0.9245283603668213
115,0.997159481048584,0.9358490705490112
116,0.9970382452011108,0.9320755004882812
117,0.9971550107002258,0.9320754408836365
118,0.9972842335700989,0.9207546710968018
119,0.9974290132522583,0.9169811606407166
120,0.9970731735229492,0.9169811010360718
