epoch,train,valid
1,0.07741211354732513,0.10465902090072632
2,0.12761977314949036,0.14461882412433624
3,0.16604459285736084,0.1728018969297409
4,0.19282454252243042,0.20661601424217224
5,0.21600621938705444,0.21433746814727783
6,0.237000972032547,0.251085489988327
7,0.25890010595321655,0.2544798254966736
8,0.2699686586856842,0.25393930077552795
9,0.2829499840736389,0.26904726028442383
10,0.3026885986328125,0.2912154197692871
11,0.31976479291915894,0.3024524450302124
12,0.3437662422657013,0.31792348623275757
13,0.3640705943107605,0.3402681350708008
14,0.41164976358413696,0.3862294554710388
15,0.4559245705604553,0.45028936862945557
16,0.4959601163864136,0.46888357400894165
17,0.5465521216392517,0.49491041898727417
18,0.5771535634994507,0.5573441386222839
19,0.6249833703041077,0.5671579837799072
20,0.6588149666786194,0.570256233215332
21,0.6954803466796875,0.6178926825523376
22,0.7427594661712646,0.6388012766838074
23,0.769538402557373,0.6713399887084961
24,0.808506965637207,0.7007884979248047
25,0.831459641456604,0.710064172744751
26,0.8660506010055542,0.759534478187561
27,0.8982939720153809,0.7820438742637634
28,0.9112672805786133,0.7378569841384888
29,0.9180644750595093,0.7925665974617004
30,0.9249346256256104,0.8160123229026794
31,0.9417253136634827,0.8357751965522766
32,0.9530092477798462,0.7857476472854614
33,0.9573148488998413,0.7919567823410034
34,0.9626567363739014,0.8076819181442261
35,0.9665054082870483,0.8154047727584839
36,0.9697590470314026,0.8318455219268799
37,0.9727290868759155,0.8490560054779053
38,0.9739486575126648,0.8336763978004456
39,0.9763372540473938,0.8367666006088257
40,0.9766910672187805,0.8316535353660583
41,0.9790264964103699,0.8681724071502686
42,0.9814904928207397,0.8419724106788635
43,0.9823752641677856,0.8402537107467651
44,0.9825655221939087,0.8548551797866821
45,0.9822404384613037,0.8614215850830078
46,0.9831997752189636,0.8638603687286377
47,0.9844666719436646,0.8584136962890625
48,0.986181378364563,0.8014358878135681
49,0.9859389066696167,0.8892231583595276
50,0.9860338568687439,0.8591617941856384
51,0.9856706857681274,0.8811702132225037
52,0.9867182970046997,0.8609062433242798
53,0.9855962991714478,0.861903727054596
54,0.9863830804824829,0.8608629703521729
55,0.9868314862251282,0.8795400857925415
56,0.9891954660415649,0.888025164604187
57,0.9894007444381714,0.9014023542404175
58,0.9896557331085205,0.8969037532806396
59,0.9901682138442993,0.8588663935661316
60,0.9899975061416626,0.8685106039047241
61,0.9898980855941772,0.9036409258842468
62,0.9905552268028259,0.9049933552742004
63,0.9916156530380249,0.905241072177887
64,0.9912315011024475,0.887343168258667
65,0.9918159246444702,0.9056726694107056
66,0.9922822713851929,0.8747727870941162
67,0.9921424388885498,0.8975822925567627
68,0.9923374056816101,0.8876405954360962
69,0.9927800893783569,0.9117782115936279
70,0.993552029132843,0.898574709892273
71,0.9937496781349182,0.8977090120315552
72,0.9941440224647522,0.8970187902450562
73,0.9941074252128601,0.8991328477859497
74,0.9943737387657166,0.8972604274749756
75,0.9946202635765076,0.8702313899993896
76,0.9936116337776184,0.905146598815918
77,0.994157075881958,0.91893470287323
78,0.9941974878311157,0.9061185121536255
79,0.9949069023132324,0.9251422882080078
80,0.9951920509338379,0.882279634475708
81,0.9947541952133179,0.9199379682540894
82,0.9951629638671875,0.914074718952179
83,0.9953616261482239,0.9235284924507141
84,0.9951847791671753,0.8963475227355957
85,0.9943865537643433,0.8708561658859253
86,0.9947117567062378,0.9140413999557495
87,0.9942364692687988,0.9180103540420532
88,0.995503306388855,0.9188230633735657
89,0.9954630136489868,0.9117217063903809
90,0.9947940111160278,0.870252788066864
91,0.9957360029220581,0.933609664440155
92,0.9951820969581604,0.8980322480201721
93,0.9953733086585999,0.8979198932647705
94,0.9957560300827026,0.9263014793395996
95,0.9959569573402405,0.9424718618392944
96,0.9957408308982849,0.9066800475120544
97,0.995908796787262,0.9222699403762817
98,0.9958735704421997,0.9461978673934937
99,0.9962989091873169,0.9385942816734314
100,0.9963165521621704,0.9225748181343079
101,0.9964161515235901,0.9103821516036987
102,0.9963123202323914,0.9345626831054688
103,0.9965733885765076,0.9156593084335327
104,0.9958570599555969,0.9335376024246216
105,0.9967103600502014,0.9193832874298096
106,0.9967018961906433,0.9337955117225647
107,0.9970343112945557,0.9369585514068604
108,0.9966038465499878,0.9409798383712769
109,0.9958294630050659,0.9256051778793335
110,0.9964184165000916,0.9250184297561646
111,0.9969668984413147,0.9373928308486938
112,0.9971417188644409,0.930570662021637
113,0.9968572854995728,0.9309319853782654
114,0.9971403479576111,0.9222984313964844
115,0.9971635341644287,0.9342584609985352
116,0.997056245803833,0.9311320185661316
117,0.9971627593040466,0.9303888082504272
118,0.9973001480102539,0.9172901511192322
119,0.9974080324172974,0.9134021997451782
120,0.9971009492874146,0.916047990322113
